Chart1|Chart2|Chart3|Chart4|Track|Artist|Date|Chart5|Chart6|Chart7|Date2
99|93|52|4|Just Hold On|STEVE AOKI & LOUIS TOMLINSON|2016-12-31|52|52|6|20170121
100|NEW|100|1|Water|UGLY GOD|2017-01-21|100|80|4|20170121
1|2|1|16|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20170114
2|13|2|7|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170114
3|1|1|15|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20170114
4|3|1|22|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170114
5|4|4|12|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170114
6|5|5|13|Juju On That Beat (TZ Anthem)|ZAY HILFIGERRR & ZAYLON McCALL|2016-10-22|89|5|20|20170114
7|6|4|18|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20170114
8|7|4|21|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20170114
9|10|9|10|Fake Love|DRAKE|2016-11-12|24|8|25|20170114
10|15|5|29|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|37|20170114
11|8|7|12|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20170114
12|9|9|8|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20170114
13|12|2|28|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20170114
14|11|11|17|Caroline|AMINE|2016-09-24|96|11|28|20170114
15|14|13|18|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170114
16|24|16|12|All Time Low|JON BELLION|2016-10-29|82|16|22|20170114
17|28|17|14|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170114
18|17|12|22|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|29|20170114
19|19|19|18|Ooouuu|YOUNG M.A.|2016-09-17|85|19|20|20170114
20|37|20|14|This Town|NIALL HORAN|2016-10-15|63|20|22|20170114
21|21|21|8|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170114
22|18|6|3|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170114
23|20|20|10|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170114
24|26|6|30|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20170114
25|32|1|34|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170114
26|30|24|20|In The Name Of Love|MARTIN GARRIX & BEBE REXHA|2016-09-03|93|24|23|20170114
27|22|18|17|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|23|20170114
28|33|24|16|Blue Ain't Your Color|KEITH URBAN|2016-10-01|73|24|21|20170114
29|39|29|22|Chill Bill|ROB $TONE featuring J. DAVI$ & SPOOKS|2016-08-20|97|29|26|20170114
30|36|1|46|Cheap Thrills|SIA featuring SEAN PAUL|2016-03-05|81|1|52|20170114
31|31|10|37|I Hate U I Love U|GNASH featuring OLIVIA O'BRIEN|2016-05-07|93|10|39|20170114
32|23|23|10|Hallejujah|PENTATONIX|2016-11-12|32|23|11|20170114
33|NEW|33|1|Careless Whisper|WHAM! featuring GEORGE MICHAEL|2017-01-14|33|33|1|20170114
34|25|22|6|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170114
35|16|16|5|All I Want For Christmas Is You|MARIAH CAREY|2016-12-17|23|16|5|20170114
36|43|36|16|X|21 SAVAGE & METRO BOOMIN featuring FUTURE|2016-10-01|98|36|21|20170114
37|34|3|45|Don't Let Me Down|THE CHAINSMOKERS featuring DAYA|2016-03-12|81|3|51|20170114
38|38|2|23|Cold Water|MAJOR LAZER featuring JUSTIN BIEBER & MO|2016-08-13|2|2|27|20170114
39|40|23|9|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20170114
40|42|20|33|Unsteady|X AMBASSADORS|2016-06-04|99|20|34|20170114
41|50|41|2|Last Christmas|WHAM!|2017-01-07|50|41|2|20170114
42|52|42|25|You Was Right|LIL UZI VERT|2016-07-30|89|40|28|20170114
43|53|43|10|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20170114
44|51|44|7|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20170114
45|60|30|18|May We All|FLORIDA GEORGIA LINE featuring TIM McGRAW|2016-09-17|56|30|20|20170114
46|35|7|3|Deja Vu|J. COLE|2016-12-31|7|7|20|20170114
47|NEW|47|1|Faith|GEORGE MICHAEL|2017-01-14|47|47|1|20170114
48|62|48|13|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|20|20170114
49|56|49|5|How Far I'll Go|AULI'I CRAVALHO|2016-12-17|52|41|11|20170114
50|61|50|10|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170114
51|85|51|8|Selfish|PNB ROCK|2016-11-26|87|51|19|20170114
52|55|14|8|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170114
53|49|16|6|Party Monster|THE WEEKND|2016-12-10|39|16|19|20170114
54|66|54|11|Dirty Laundry|CARRIE UNDERWOOD|2016-11-05|73|48|16|20170114
55|64|53|9|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20170114
56|63|56|19|Too Much Sauce|DJ ESCO featuring FUTURE & LIL UZI VERT|2016-09-10|94|50|20|20170114
57|41|41|2|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170114
58|58|58|2|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170114
59|76|59|9|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170114
60|71|60|7|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170114
61|54|13|3|Neighbors|J. COLE|2016-12-31|13|13|6|20170114
62|88|47|16|Sleep Without You|BRETT YOUNG|2016-10-01|89|47|18|20170114
63|65|63|6|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170114
64|84|64|4|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170114
65|74|43|20|Pick Up The Phone|YOUNG THUG and TRAVIS SCOTT featuring QUAVO|2016-09-03|90|43|20|20170114
66|69|28|10|Sneakin'|DRAKE featuring 21 SAVAGE|2016-11-12|38|28|14|20170114
67|77|63|14|HandClap|FITZ AND THE TANTRUMS|2016-10-15|89|53|20|20170114
68|59|11|3|Immortal|J. COLE|2016-12-31|11|11|5|20170114
69|81|69|3|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170114
70|78|70|11|How I'll Always Be|TIM McGRAW|2016-11-05|99|70|12|20170114
71|NEW|71|1|Moves|BIG SEAN|2017-01-14|71|38|18|20170114
72|73|59|14|Song For Another Time|OLD DOMINION|2016-10-15|92|59|18|20170114
73|86|73|5|You're Welcome|DWAYNE JOHNSON|2016-12-17|83|65|8|20170114
74|91|74|2|OTW|DJ LUKE NASTY|2017-01-07|91|71|8|20170114
75|92|75|2|Red Opps|21 SAVAGE|2017-01-07|92|74|5|20170114
76|99|76|2|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170114
77|75|75|2|Make Me (Cry)|NOAH CYRUS featuring LABRINTH|2017-01-07|75|46|14|20170114
78|79|78|4|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170114
79|NEW|79|1|Seein' Red|DUSTIN LYNCH|2017-01-14|79|55|9|20170114
80|NEW|80|1|iSpy|KYLE featuring LIL YACHTY|2017-01-14|80|4|22|20170114
81|96|77|4|Play That Song|TRAIN|2016-12-24|77|41|19|20170114
82|NEW|82|1|Kill A Word|ERIC CHURCH featuring RHIANNON GIDDENS|2017-01-14|82|71|13|20170114
83|70|52|4|Million Reasons|LADY GAGA|2016-12-24|52|52|6|20170114
84|80|80|4|Alone|MARSHMELLO|2016-12-24|94|60|9|20170114
85|NEW|85|1|Goosebumps|TRAVIS SCOTT|2017-01-14|85|50|13|20170114
86|NEW|86|1|My Shit|A BOOGIE WIT DA HOODIE|2017-01-14|86|86|2|20170114
87|68|48|4|Redbone|CHILDISH GAMBINO|2016-12-24|48|48|11|20170114
88|82|18|13|All We Know|THE CHAINSMOKERS featuring PHOEBE RYAN|2016-10-22|18|18|16|20170114
89|NEW|89|1|Parachute|CHRIS STAPLETON|2017-01-14|89|78|4|20170114
90|NEW|90|1|Think A Little Less|MICHAEL RAY|2017-01-14|90|54|16|20170114
91|NEW|91|1|80s Mercedes|MAREN MORRIS|2017-01-14|91|74|7|20170114
92|87|59|13|Fresh Eyes|ANDY GRAMMER|2016-10-22|97|59|18|20170114
93|72|52|3|Just Hold On|STEVE AOKI & LOUIS TOMLINSON|2016-12-31|52|52|6|20170114
94|NEW|94|1|Sex With Me|RIHANNA|2017-01-14|94|83|6|20170114
95|NEW|95|1|No Flockin|KODAK BLACK|2017-01-14|95|95|1|20170114
96|NEW|96|1|Timeless|A BOOGIE WIT DA HOODIE featuring DJ SPINKING|2017-01-14|96|86|4|20170114
97|NEW|97|1|Black Barbies|NICKI MINAJ x MIKE WILL MADE-IT|2017-01-14|97|97|1|20170114
98|NEW|98|1|Way Down We Go|KALEO|2017-01-14|98|54|8|20170114
99|NEW|99|1|Hate U Love U|OLIVIA O'BRIEN|2017-01-14|99|99|1|20170114
100|NEW|100|1|Shaky Shaky|DADDY YANKEE|2017-01-14|100|88|2|20170114
1|2|1|14|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20170107
2|1|1|15|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20170107
3|3|1|21|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20170107
4|4|4|11|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20170107
5|8|5|12|Juju On That Beat (TZ Anthem)|ZAY HILFIGERRR & ZAYLON McCALL|2016-10-22|89|5|20|20170107
6|5|4|17|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20170107
7|9|4|20|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20170107
8|10|7|11|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20170107
9|14|9|7|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20170107
10|12|10|9|Fake Love|DRAKE|2016-11-12|24|8|25|20170107
11|16|11|16|Caroline|AMINE|2016-09-24|96|11|28|20170107
12|15|2|27|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20170107
13|26|13|6|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20170107
14|18|13|17|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20170107
15|17|5|28|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|37|20170107
16|20|16|4|All I Want For Christmas Is You|MARIAH CAREY|2016-12-17|23|16|5|20170107
17|19|12|21|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|29|20170107
18|6|6|2|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20170107
19|47|19|17|Ooouuu|YOUNG M.A.|2016-09-17|85|19|20|20170107
20|27|20|9|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20170107
21|31|21|7|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20170107
22|28|18|16|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|23|20170107
23|45|23|9|Hallejujah|PENTATONIX|2016-11-12|32|23|11|20170107
24|36|24|11|All Time Low|JON BELLION|2016-10-29|82|16|22|20170107
25|33|22|5|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20170107
26|32|6|29|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20170107
27|48|27|3|Rockin' Around The Christmas Tree|BRENDA LEE|2016-12-24|37|27|3|20170107
28|44|28|13|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20170107
29|46|29|3|Jingle Bell Rock|BOBBY HELMS|2016-12-24|35|29|3|20170107
30|35|24|19|In The Name Of Love|MARTIN GARRIX & BEBE REXHA|2016-09-03|93|24|23|20170107
31|25|10|36|I Hate U I Love U|GNASH featuring OLIVIA O'BRIEN|2016-05-07|93|10|39|20170107
32|39|1|33|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20170107
33|38|24|15|Blue Ain't Your Color|KEITH URBAN|2016-10-01|73|24|21|20170107
34|43|3|44|Don't Let Me Down|THE CHAINSMOKERS featuring DAYA|2016-03-12|81|3|51|20170107
35|7|7|2|Deja Vu|J. COLE|2016-12-31|7|7|20|20170107
36|41|1|45|Cheap Thrills|SIA featuring SEAN PAUL|2016-03-05|81|1|52|20170107
37|50|25|13|This Town|NIALL HORAN|2016-10-15|63|20|22|20170107
38|40|2|22|Cold Water|MAJOR LAZER featuring JUSTIN BIEBER & MO|2016-08-13|2|2|27|20170107
39|49|29|21|Chill Bill|ROB $TONE featuring J. DAVI$ & SPOOKS|2016-08-20|97|29|26|20170107
40|37|23|8|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20170107
41|NEW|41|1|Both|GUCCI MANE featuring DRAKE|2017-01-07|41|41|22|20170107
42|42|20|32|Unsteady|X AMBASSADORS|2016-06-04|99|20|34|20170107
43|51|36|15|X|21 SAVAGE & METRO BOOMIN featuring FUTURE|2016-10-01|98|36|21|20170107
44|NEW|44|1|Feliz Navidad|JOSE FELICIANO|2017-01-07|44|44|1|20170107
45|NEW|45|1|Mary, Did You Know?|PENTATONIX|2017-01-07|45|45|1|20170107
46|NEW|46|1|A Holly Jolly Christmas|BURL IVES|2017-01-07|46|46|1|20170107
47|NEW|47|1|The Christmas Song (Merry Christmas To You)|NAT KING COLE|2017-01-07|47|47|1|20170107
48|NEW|48|1|It's The Most Wonderful Time Of The Year|ANDY WILLIAMS|2017-01-07|48|48|1|20170107
49|53|16|5|Party Monster|THE WEEKND|2016-12-10|39|16|19|20170107
50|NEW|50|1|Last Christmas|WHAM!|2017-01-07|50|41|2|20170107
51|61|51|6|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20170107
52|58|49|24|You Was Right|LIL UZI VERT|2016-07-30|89|40|28|20170107
53|55|53|9|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20170107
54|13|13|2|Neighbors|J. COLE|2016-12-31|13|13|6|20170107
55|64|14|7|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20170107
56|66|52|4|How Far I'll Go|AULI'I CRAVALHO|2016-12-17|52|41|11|20170107
57|60|27|20|Do You Mind|DJ KHALED featuring NICKI MINAJ, CHRIS BROWN & AUGUST ALSINA|2016-08-27|94|27|20|20170107
58|NEW|58|1|Party|CHRIS BROWN featuring USHER & GUCCI MANE|2017-01-07|58|40|20|20170107
59|11|11|2|Immortal|J. COLE|2016-12-31|11|11|5|20170107
60|56|30|17|May We All|FLORIDA GEORGIA LINE featuring TIM McGRAW|2016-09-17|56|30|20|20170107
61|65|60|9|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20170107
62|59|53|12|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|20|20170107
63|74|61|18|Too Much Sauce|DJ ESCO featuring FUTURE & LIL UZI VERT|2016-09-10|94|50|20|20170107
64|68|53|8|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20170107
65|71|65|5|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20170107
66|70|66|10|Dirty Laundry|CARRIE UNDERWOOD|2016-11-05|73|48|16|20170107
67|73|49|19|1 Night|LIL YACHTY|2016-09-03|94|49|19|20170107
68|75|48|3|Redbone|CHILDISH GAMBINO|2016-12-24|48|48|11|20170107
69|72|28|9|Sneakin'|DRAKE featuring 21 SAVAGE|2016-11-12|38|28|14|20170107
70|62|52|3|Million Reasons|LADY GAGA|2016-12-24|52|52|6|20170107
71|79|71|6|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20170107
72|52|52|2|Just Hold On|STEVE AOKI & LOUIS TOMLINSON|2016-12-31|52|52|6|20170107
73|69|59|13|Song For Another Time|OLD DOMINION|2016-10-15|92|59|18|20170107
74|76|43|19|Pick Up The Phone|YOUNG THUG and TRAVIS SCOTT featuring QUAVO|2016-09-03|90|43|20|20170107
75|NEW|75|1|Make Me (Cry)|NOAH CYRUS featuring LABRINTH|2017-01-07|75|46|14|20170107
76|84|76|8|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20170107
77|80|63|13|HandClap|FITZ AND THE TANTRUMS|2016-10-15|89|53|20|20170107
78|85|78|10|How I'll Always Be|TIM McGRAW|2016-11-05|99|70|12|20170107
79|90|79|3|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20170107
80|99|80|3|Alone|MARSHMELLO|2016-12-24|94|60|9|20170107
81|94|81|2|How Far I'll Go|ALESSIA CARA|2016-12-31|94|56|18|20170107
82|95|18|12|All We Know|THE CHAINSMOKERS featuring PHOEBE RYAN|2016-10-22|18|18|16|20170107
83|21|21|2|Change|J. COLE|2016-12-31|21|21|2|20170107
84|92|84|3|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20170107
85|96|81|7|Selfish|PNB ROCK|2016-11-26|87|51|19|20170107
86|97|83|4|You're Welcome|DWAYNE JOHNSON|2016-12-17|83|65|8|20170107
87|88|59|12|Fresh Eyes|ANDY GRAMMER|2016-10-22|97|59|18|20170107
88|86|47|15|Sleep Without You|BRETT YOUNG|2016-10-01|89|47|18|20170107
89|22|22|2|She's Mine Pt. 1|J. COLE|2016-12-31|22|22|2|20170107
90|24|24|2|Ville Mentality|J. COLE|2016-12-31|24|24|2|20170107
91|NEW|91|1|OTW|DJ LUKE NASTY|2017-01-07|91|71|8|20170107
92|NEW|92|1|Red Opps|21 SAVAGE|2017-01-07|92|74|5|20170107
93|23|23|2|For Whom The Bell Tolls|J. COLE|2016-12-31|23|23|2|20170107
94|81|34|4|Six Feet Under|THE WEEKND|2016-12-17|34|34|4|20170107
95|78|31|4|Reminder|THE WEEKND|2016-12-17|31|31|4|20170107
96|87|77|3|Play That Song|TRAIN|2016-12-24|77|41|19|20170107
97|82|27|4|Sidewalks|THE WEEKND featuring KENDRICK LAMAR|2016-12-17|27|27|4|20170107
98|30|30|2|Foldin Clothes|J. COLE|2016-12-31|30|30|2|20170107
99|NEW|99|1|Swang|RAE SREMMURD|2017-01-07|99|26|23|20170107
100|NEW|100|1|Versace On The Floor|BRUNO MARS|2017-01-07|100|100|1|20170107
1|1|1|14|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|27|20161231
2|2|2|13|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|30|20161231
3|3|1|20|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|43|20161231
4|4|4|10|24K Magic|BRUNO MARS|2016-10-29|5|4|33|20161231
5|5|4|16|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|28|20161231
6|NEW|6|1|I Don't Wanna Live Forever (Fifty Shades Darker)|ZAYN / TAYLOR SWIFT|2016-12-31|6|2|23|20161231
7|NEW|7|1|Deja Vu|J. COLE|2016-12-31|7|7|20|20161231
8|6|5|11|Juju On That Beat (TZ Anthem)|ZAY HILFIGERRR & ZAYLON McCALL|2016-10-22|89|5|20|20161231
9|8|4|19|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|33|20161231
10|7|7|10|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|6|27|20161231
11|NEW|11|1|Immortal|J. COLE|2016-12-31|11|11|5|20161231
12|11|10|8|Fake Love|DRAKE|2016-11-12|24|8|25|20161231
13|NEW|13|1|Neighbors|J. COLE|2016-12-31|13|13|6|20161231
14|10|10|6|Bad Things|MACHINE GUN KELLY x CAMILLA CABELLO|2016-11-26|73|4|22|20161231
15|9|2|26|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|39|20161231
16|15|12|15|Caroline|AMINE|2016-09-24|96|11|28|20161231
17|12|5|27|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|37|20161231
18|13|13|16|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|8|39|20161231
19|14|12|20|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|29|20161231
20|17|17|3|All I Want For Christmas Is You|MARIAH CAREY|2016-12-17|23|16|5|20161231
21|NEW|21|1|Change|J. COLE|2016-12-31|21|21|2|20161231
22|NEW|22|1|She's Mine Pt. 1|J. COLE|2016-12-31|22|22|2|20161231
23|NEW|23|1|For Whom The Bell Tolls|J. COLE|2016-12-31|23|23|2|20161231
24|NEW|24|1|Ville Mentality|J. COLE|2016-12-31|24|24|2|20161231
25|16|10|35|I Hate U I Love U|GNASH featuring OLIVIA O'BRIEN|2016-05-07|93|10|39|20161231
26|24|24|5|Bad And Boujee|MIGOS featuring LIL UZI VERT|2016-12-03|76|1|28|20161231
27|20|20|8|Love On The Brain|RIHANNA|2016-11-12|80|5|30|20161231
28|18|18|15|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|23|20161231
29|NEW|29|1|4 Your Eyez Only|J. COLE|2016-12-31|29|29|1|20161231
30|NEW|30|1|Foldin Clothes|J. COLE|2016-12-31|30|30|2|20161231
31|39|31|6|Bounce Back|BIG SEAN|2016-11-26|61|6|28|20161231
32|19|6|28|Treat You Better|SHAWN MENDES|2016-06-25|34|6|39|20161231
33|28|22|4|I Feel It Coming|THE WEEKND featuring DAFT PUNK|2016-12-10|48|4|26|20161231
34|NEW|34|1|She's Mine Pt. 2|J. COLE|2016-12-31|34|34|1|20161231
35|25|24|18|In The Name Of Love|MARTIN GARRIX & BEBE REXHA|2016-09-03|93|24|23|20161231
36|33|32|10|All Time Low|JON BELLION|2016-10-29|82|16|22|20161231
37|23|23|7|Love Me Now|JOHN LEGEND|2016-11-19|98|23|18|20161231
38|30|24|14|Blue Ain't Your Color|KEITH URBAN|2016-10-01|73|24|21|20161231
39|32|1|32|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|52|20161231
40|21|2|21|Cold Water|MAJOR LAZER featuring JUSTIN BIEBER & MO|2016-08-13|2|2|27|20161231
41|26|1|44|Cheap Thrills|SIA featuring SEAN PAUL|2016-03-05|81|1|52|20161231
42|22|20|31|Unsteady|X AMBASSADORS|2016-06-04|99|20|34|20161231
43|31|3|43|Don't Let Me Down|THE CHAINSMOKERS featuring DAYA|2016-03-12|81|3|51|20161231
44|38|35|12|Mercy|SHAWN MENDES|2016-10-15|68|15|31|20161231
45|45|32|8|Hallejujah|PENTATONIX|2016-11-12|32|23|11|20161231
46|35|35|2|Jingle Bell Rock|BOBBY HELMS|2016-12-24|35|29|3|20161231
47|27|19|16|Ooouuu|YOUNG M.A.|2016-09-17|85|19|20|20161231
48|37|37|2|Rockin' Around The Christmas Tree|BRENDA LEE|2016-12-24|37|27|3|20161231
49|34|29|20|Chill Bill|ROB $TONE featuring J. DAVI$ & SPOOKS|2016-08-20|97|29|26|20161231
50|41|25|12|This Town|NIALL HORAN|2016-10-15|63|20|22|20161231
51|43|36|14|X|21 SAVAGE & METRO BOOMIN featuring FUTURE|2016-10-01|98|36|21|20161231
52|NEW|52|1|Just Hold On|STEVE AOKI & LOUIS TOMLINSON|2016-12-31|52|52|6|20161231
53|29|16|4|Party Monster|THE WEEKND|2016-12-10|39|16|19|20161231
54|93|54|2|False Prophets|J. COLE|2016-12-24|93|54|2|20161231
55|57|55|8|No Heart|21 SAVAGE & METRO BOOMIN|2016-11-12|85|43|19|20161231
56|42|30|16|May We All|FLORIDA GEORGIA LINE featuring TIM McGRAW|2016-09-17|56|30|20|20161231
57|NEW|57|1|Everybody Dies|J. COLE|2016-12-31|57|57|1|20161231
58|49|49|23|You Was Right|LIL UZI VERT|2016-07-30|89|40|28|20161231
59|53|53|11|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|20|20161231
60|44|27|19|Do You Mind|DJ KHALED featuring NICKI MINAJ, CHRIS BROWN & AUGUST ALSINA|2016-08-27|94|27|20|20161231
61|58|58|5|Water Under The Bridge|ADELE|2016-12-03|94|26|21|20161231
62|52|52|2|Million Reasons|LADY GAGA|2016-12-24|52|52|6|20161231
63|56|55|22|Come And See Me|PARTYNEXTDOOR featuring DRAKE|2016-08-06|98|55|22|20161231
64|51|14|6|Used To This|FUTURE featuring DRAKE|2016-11-26|14|14|18|20161231
65|60|60|8|Say You Won't Let Go|JAMES ARTHUR|2016-11-12|100|11|31|20161231
66|70|52|3|How Far I'll Go|AULI'I CRAVALHO|2016-12-17|52|41|11|20161231
67|NEW|67|1|Darlin' Don't Go|SUNDANCE HEAD|2016-12-31|67|67|1|20161231
68|67|53|7|Better Man|LITTLE BIG TOWN|2016-11-19|54|34|20|20161231
69|59|59|12|Song For Another Time|OLD DOMINION|2016-10-15|92|59|18|20161231
70|69|69|9|Dirty Laundry|CARRIE UNDERWOOD|2016-11-05|73|48|16|20161231
71|79|71|4|Chantaje|SHAKIRA featuring MALUMA|2016-12-10|77|51|17|20161231
72|63|28|8|Sneakin'|DRAKE featuring 21 SAVAGE|2016-11-12|38|28|14|20161231
73|72|49|18|1 Night|LIL YACHTY|2016-09-03|94|49|19|20161231
74|64|61|17|Too Much Sauce|DJ ESCO featuring FUTURE & LIL UZI VERT|2016-09-10|94|50|20|20161231
75|48|48|2|Redbone|CHILDISH GAMBINO|2016-12-24|48|48|11|20161231
76|62|43|18|Pick Up The Phone|YOUNG THUG and TRAVIS SCOTT featuring QUAVO|2016-09-03|90|43|20|20161231
77|NEW|77|1|Deja Vu|POST MALONE featuring JUSTIN BIEBER|2016-12-31|77|77|1|20161231
78|50|31|3|Reminder|THE WEEKND|2016-12-17|31|31|4|20161231
79|81|79|5|A Guy With A Girl|BLAKE SHELTON|2016-12-03|97|42|17|20161231
80|75|63|12|HandClap|FITZ AND THE TANTRUMS|2016-10-15|89|53|20|20161231
81|55|34|3|Six Feet Under|THE WEEKND|2016-12-17|34|34|4|20161231
82|54|27|3|Sidewalks|THE WEEKND featuring KENDRICK LAMAR|2016-12-17|27|27|4|20161231
83|NEW|83|1|Congratulations|POST MALONE featuring QUAVO|2016-12-31|83|83|1|20161231
84|85|82|7|Star Of The Show|THOMAS RHETT|2016-11-19|88|45|19|20161231
85|88|85|9|How I'll Always Be|TIM McGRAW|2016-11-05|99|70|12|20161231
86|74|47|14|Sleep Without You|BRETT YOUNG|2016-10-01|89|47|18|20161231
87|77|77|2|Play That Song|TRAIN|2016-12-24|77|41|19|20161231
88|73|59|11|Fresh Eyes|ANDY GRAMMER|2016-10-22|97|59|18|20161231
89|NEW|89|1|At Last|SUNDANCE HEAD|2016-12-31|89|89|1|20161231
90|100|90|2|Rockabye|CLEAN BANDIT featuring SEAN PAUL & ANNE-MARIE|2016-12-24|100|9|25|20161231
91|87|29|20|Setting The World On Fire|KENNY CHESNEY featuring P!NK|2016-08-20|29|29|20|20161231
92|95|92|2|Dirt On My Boots|JON PARDI|2016-12-24|95|37|20|20161231
93|71|43|3|Die For You|THE WEEKND|2016-12-17|43|43|3|20161231
